customer_id,customer_name,age,gender,region,employment_status,annual_income,credit_score,debt_to_income_ratio,account_open_date
CUST-00331,Customer_331,34,F,North,Employed,80966.4,632,0.268,2018-01-08
CUST-00332,Customer_332,40,F,North,Retired,30217.36,598,0.557,2019-07-22
CUST-00333,Customer_333,47,F,East,Employed,59665.34,825,0.431,2020-01-28
CUST-00334,Customer_334,33,M,South,Self-Employed,32981.26,727,0.473,2021-08-30
CUST-00335,Customer_335,41,M,East,Unemployed,38642.43,715,0.346,2020-11-10
CUST-00336,Customer_336,22,M,East,Self-Employed,21448.35,775,0.165,2018-05-24
CUST-00337,Customer_337,27,F,Central,Retired,89493.41,686,0.169,2018-05-01
CUST-00338,Customer_338,39,M,Central,Retired,63464.88,737,0.763,2018-04-09
CUST-00339,Customer_339,31,F,North,Employed,28805.67,667,0.493,2018-12-24
CUST-00340,Customer_340,18,F,East,Employed,30067.0,717,0.496,2021-11-26
CUST-00341,Customer_341,18,M,Central,Self-Employed,66797.54,724,0.279,2022-07-13
CUST-00342,Customer_342,50,M,North,Employed,22511.39,713,0.251,2019-12-12
CUST-00343,Customer_343,33,M,West,Employed,61009.44,587,0.106,2021-01-03
CUST-00344,Customer_344,51,M,East,Employed,23174.46,624,0.609,2021-02-06
CUST-00345,Customer_345,51,M,North,Employed,52138.22,631,0.589,2018-09-09
CUST-00346,Customer_346,44,M,North,Employed,37920.82,732,0.253,2019-03-18
CUST-00347,Customer_347,49,F,West,Self-Employed,26194.53,779,0.175,2020-08-06
CUST-00348,Customer_348,30,F,South,Unemployed,83591.55,668,0.308,2022-04-13
CUST-00349,Customer_349,44,F,West,Employed,78728.36,744,0.442,2019-02-13
CUST-00350,Customer_350,48,F,Central,Self-Employed,76246.41,755,0.239,2022-08-31
CUST-00351,Customer_351,28,M,West,Retired,48392.26,747,0.447,2022-08-12
CUST-00352,Customer_352,47,M,South,Employed,97705.27,736,0.385,2021-09-26
CUST-00353,Customer_353,50,M,East,Employed,75473.37,729,0.344,2022-04-01
CUST-00354,Customer_354,38,M,West,Self-Employed,46011.17,607,0.464,2021-12-08
CUST-00355,Customer_355,50,M,West,Employed,28246.49,794,0.348,2021-08-18
CUST-00356,Customer_356,34,F,North,Employed,33990.82,563,0.075,2018-10-05
CUST-00357,Customer_357,35,M,West,Employed,23410.81,584,0.434,2017-10-03
CUST-00358,Customer_358,40,M,East,Self-Employed,110698.92,815,0.417,2019-09-15
CUST-00359,Customer_359,30,F,West,Employed,35368.15,715,0.472,2020-08-25
CUST-00360,Customer_360,42,M,East,Employed,52747.92,601,0.341,2017-08-10
CUST-00361,Customer_361,24,F,East,Employed,41876.78,677,0.085,2018-03-09
CUST-00362,Customer_362,26,M,South,Employed,40257.21,700,0.262,2020-09-03
CUST-00363,Customer_363,26,M,West,Retired,94499.78,758,0.303,2018-09-27
CUST-00364,Customer_364,53,F,South,Employed,104790.02,709,0.362,2021-12-23
CUST-00365,Customer_365,54,M,Central,Self-Employed,113922.59,664,0.345,2019-12-12
CUST-00366,Customer_366,22,M,East,Employed,111123.15,654,0.527,2017-07-19
CUST-00367,Customer_367,41,M,South,Employed,54399.22,705,0.456,2021-06-26
CUST-00368,Customer_368,36,M,South,Self-Employed,156728.63,809,0.108,2018-08-29
CUST-00369,Customer_369,45,M,South,Retired,52631.8,614,0.122,2019-05-26
CUST-00370,Customer_370,38,F,West,Unemployed,43519.78,706,0.342,2018-08-29
CUST-00371,Customer_371,47,F,Central,Self-Employed,30311.6,763,0.467,2019-06-02
CUST-00372,Customer_372,34,F,East,Employed,108027.16,850,0.346,2022-07-16
CUST-00373,Customer_373,39,F,West,Self-Employed,133158.23,564,0.63,2018-06-16
CUST-00374,Customer_374,18,F,Central,Employed,44255.88,762,0.265,2020-01-28
CUST-00375,Customer_375,41,M,East,Employed,40972.23,640,0.604,2022-09-16
CUST-00376,Customer_376,36,M,East,Unemployed,92476.01,715,0.306,2022-06-28
CUST-00377,Customer_377,28,M,Central,Self-Employed,38025.95,850,0.384,2020-10-06
CUST-00378,Customer_378,36,F,Central,Self-Employed,80974.22,662,0.269,2018-06-25
CUST-00379,Customer_379,39,M,West,Retired,37486.14,700,0.644,2019-09-19
CUST-00380,Customer_380,52,M,East,Self-Employed,75436.91,739,0.722,2020-02-10
CUST-00381,Customer_381,48,M,North,Employed,36124.35,647,0.264,2018-05-17
CUST-00382,Customer_382,62,F,North,Employed,40527.3,571,0.316,2021-12-14
CUST-00383,Customer_383,25,M,South,Self-Employed,43887.04,776,0.458,2020-06-16
CUST-00384,Customer_384,18,M,East,Employed,37139.6,733,0.437,2021-05-02
CUST-00385,Customer_385,43,F,West,Unemployed,49778.97,613,0.478,2019-02-11
CUST-00386,Customer_386,40,M,East,Employed,65987.14,443,0.166,2022-05-23
CUST-00387,Customer_387,28,F,East,Employed,32760.49,760,0.479,2018-02-22
CUST-00388,Customer_388,18,M,East,Employed,54026.06,663,0.615,2019-03-14
CUST-00389,Customer_389,41,M,East,Employed,51449.9,769,0.385,2019-03-30
CUST-00390,Customer_390,39,F,South,Self-Employed,41572.02,658,0.063,2017-08-29
CUST-00391,Customer_391,34,M,East,Self-Employed,54095.76,630,0.033,2019-04-25
CUST-00392,Customer_392,53,F,South,Self-Employed,85676.78,582,0.288,2018-04-10
CUST-00393,Customer_393,33,M,West,Employed,62636.13,726,0.44,2022-10-26
CUST-00394,Customer_394,49,F,East,Employed,75009.46,607,0.439,2021-09-20
CUST-00395,Customer_395,45,F,West,Employed,77246.09,702,0.288,2022-02-24
CUST-00396,Customer_396,45,M,North,Employed,33931.93,720,0.59,2018-07-02
CUST-00397,Customer_397,28,M,Central,Unemployed,38885.66,651,0.231,2018-03-28
CUST-00398,Customer_398,42,M,East,Retired,36342.17,821,0.293,2019-06-16
CUST-00399,Customer_399,28,M,Central,Employed,97697.98,700,0.498,2022-01-04
CUST-00400,Customer_400,34,M,Central,Unemployed,77247.01,561,0.597,2021-12-28
CUST-00401,Customer_401,33,F,North,Employed,82463.79,708,0.282,2019-02-16
CUST-00402,Customer_402,41,M,West,Self-Employed,72570.05,544,0.359,2018-09-14
CUST-00403,Customer_403,38,F,South,Employed,89547.89,715,0.447,2021-03-09
CUST-00404,Customer_404,43,F,South,Employed,90783.59,740,0.192,2017-08-11
CUST-00405,Customer_405,46,F,West,Unemployed,131564.4,782,0.084,2018-07-23
CUST-00406,Customer_406,49,F,Central,Employed,74068.43,783,0.48,2022-01-05
CUST-00407,Customer_407,43,M,Central,Employed,60666.48,653,0.7,2021-07-08
CUST-00408,Customer_408,35,M,West,Retired,73292.03,495,0.32,2019-10-24
CUST-00409,Customer_409,65,M,Central,Unemployed,45335.21,589,0.525,2021-04-28
CUST-00410,Customer_410,26,M,South,Employed,104433.38,805,0.252,2017-11-04
CUST-00411,Customer_411,48,M,West,Employed,36904.99,850,0.2,2017-10-25
CUST-00412,Customer_412,57,M,West,Retired,75220.27,726,0.272,2017-09-14
CUST-00413,Customer_413,44,M,West,Employed,31791.12,719,0.507,2020-02-08
CUST-00414,Customer_414,55,F,South,Employed,57487.85,644,0.434,2022-06-18
CUST-00415,Customer_415,28,F,South,Employed,84329.85,741,0.182,2017-09-13
CUST-00416,Customer_416,42,M,East,Unemployed,45069.62,667,0.367,2022-02-24
CUST-00417,Customer_417,39,M,East,Retired,25546.61,640,0.487,2020-04-09
CUST-00418,Customer_418,36,M,West,Employed,30891.6,591,0.279,2022-11-22
CUST-00419,Customer_419,36,M,North,Employed,66156.91,738,0.174,2018-03-28
CUST-00420,Customer_420,37,M,Central,Retired,58847.73,608,0.638,2019-07-05
CUST-00421,Customer_421,44,F,North,Unemployed,263331.38,716,0.246,2021-08-03
CUST-00422,Customer_422,41,F,North,Employed,99058.38,635,0.369,2020-07-26
CUST-00423,Customer_423,63,F,North,Employed,93693.44,728,0.26,2017-11-05
CUST-00424,Customer_424,43,F,Central,Employed,51359.96,761,0.483,2019-05-18
CUST-00425,Customer_425,56,M,South,Employed,57866.72,770,0.316,2022-11-29
CUST-00426,Customer_426,18,F,South,Self-Employed,52372.6,658,0.41,2021-11-14
CUST-00427,Customer_427,45,M,Central,Retired,25999.86,817,0.265,2022-07-17
CUST-00428,Customer_428,45,M,West,Retired,42858.9,636,0.178,2022-09-04
CUST-00429,Customer_429,28,F,East,Employed,67595.57,794,0.233,2022-10-30
CUST-00430,Customer_430,31,F,North,Employed,44704.62,728,0.127,2018-10-23
CUST-00431,Customer_431,31,M,Central,Self-Employed,36765.88,733,0.509,2021-01-21
CUST-00432,Customer_432,27,M,North,Employed,58860.03,603,0.239,2021-01-08
CUST-00433,Customer_433,18,M,West,Retired,20000.0,630,0.564,2020-03-27
CUST-00434,Customer_434,56,M,South,Employed,48975.0,631,0.122,2018-07-27
CUST-00435,Customer_435,44,F,North,Employed,41858.16,685,0.382,2022-09-04
CUST-00436,Customer_436,23,M,North,Employed,50725.12,707,0.223,2021-03-07
CUST-00437,Customer_437,28,F,Central,Employed,131401.7,629,0.416,2022-09-19
CUST-00438,Customer_438,50,M,East,Employed,63743.86,627,0.283,2018-07-17
CUST-00439,Customer_439,57,M,East,Employed,40680.31,576,0.37,2018-06-09
CUST-00440,Customer_440,27,F,West,Retired,112508.44,714,0.309,2018-10-02
CUST-00441,Customer_441,59,F,West,Employed,32906.46,569,0.39,2021-11-15
CUST-00442,Customer_442,36,F,West,Employed,31726.83,586,0.352,2018-06-14
CUST-00443,Customer_443,18,F,North,Self-Employed,187512.47,651,0.352,2022-06-24
CUST-00444,Customer_444,48,F,Central,Retired,87944.17,742,0.114,2021-11-28
CUST-00445,Customer_445,39,F,East,Employed,51606.97,738,0.116,2021-01-30
CUST-00446,Customer_446,31,F,East,Employed,21234.18,705,0.78,2018-11-24
CUST-00447,Customer_447,41,F,South,Self-Employed,30792.64,663,0.456,2020-12-13
CUST-00448,Customer_448,52,F,North,Self-Employed,119169.37,850,0.651,2017-10-23
CUST-00449,Customer_449,30,F,Central,Retired,77396.27,730,0.452,2021-05-19
CUST-00450,Customer_450,43,M,North,Self-Employed,41204.7,723,0.568,2020-08-23
CUST-00451,Customer_451,27,F,Central,Unemployed,57740.49,725,0.268,2019-02-10
CUST-00452,Customer_452,23,M,North,Employed,52646.06,557,0.306,2019-07-07
CUST-00453,Customer_453,36,F,North,Employed,20000.0,655,0.545,2021-08-06
CUST-00454,Customer_454,41,F,East,Employed,37486.88,796,0.211,2019-09-28
CUST-00455,Customer_455,36,M,Central,Employed,38726.72,483,0.398,2020-05-25
CUST-00456,Customer_456,46,F,East,Employed,175684.67,682,0.207,2022-06-28
CUST-00457,Customer_457,30,M,Central,Employed,154493.29,729,0.374,2021-02-27
CUST-00458,Customer_458,44,F,South,Retired,78282.37,665,0.152,2022-10-10
CUST-00459,Customer_459,37,M,West,Employed,25368.31,809,0.276,2017-10-19
CUST-00460,Customer_460,55,M,East,Unemployed,121495.02,670,0.196,2018-12-22
CUST-00461,Customer_461,38,F,South,Retired,30948.42,658,0.249,2021-04-27
CUST-00462,Customer_462,46,F,South,Employed,52012.44,808,0.495,2018-02-20
CUST-00463,Customer_463,61,M,West,Employed,146460.23,639,0.249,2018-12-03
CUST-00464,Customer_464,39,F,North,Unemployed,113611.3,750,0.291,2018-03-07
CUST-00465,Customer_465,56,F,East,Self-Employed,86692.16,526,0.292,2019-11-02
CUST-00466,Customer_466,60,F,East,Unemployed,40917.63,802,0.163,2018-12-06
CUST-00467,Customer_467,48,M,East,Employed,62341.9,654,0.385,2022-03-29
CUST-00468,Customer_468,47,M,South,Employed,31776.18,620,0.275,2020-02-25
CUST-00469,Customer_469,38,M,East,Self-Employed,136333.07,642,0.215,2020-11-07
CUST-00470,Customer_470,28,F,Central,Employed,72359.04,651,0.256,2017-12-18
CUST-00471,Customer_471,50,M,North,Employed,62687.33,638,0.272,2018-11-25
CUST-00472,Customer_472,33,F,Central,Employed,104039.52,693,0.241,2020-08-16
CUST-00473,Customer_473,47,M,South,Retired,34175.75,769,0.218,2019-04-27
CUST-00474,Customer_474,56,M,West,Employed,51639.43,631,0.425,2020-01-08
CUST-00475,Customer_475,31,F,South,Retired,86902.99,615,0.388,2018-07-19
CUST-00476,Customer_476,50,M,South,Employed,20000.0,707,0.196,2017-10-24
CUST-00477,Customer_477,47,M,North,Employed,38426.42,563,0.654,2021-03-20
CUST-00478,Customer_478,60,M,South,Employed,37319.64,732,0.239,2018-12-11
CUST-00479,Customer_479,32,M,East,Retired,91009.4,581,0.298,2020-01-05
CUST-00480,Customer_480,47,F,North,Employed,40834.24,811,0.114,2019-05-12
CUST-00481,Customer_481,63,F,South,Self-Employed,51320.83,520,0.072,2019-06-23
CUST-00482,Customer_482,55,M,Central,Self-Employed,67194.21,768,0.514,2019-08-08
CUST-00483,Customer_483,33,M,South,Self-Employed,82659.34,649,0.185,2018-11-18
CUST-00484,Customer_484,61,F,Central,Employed,99163.31,530,0.653,2018-01-28
CUST-00485,Customer_485,50,M,North,Employed,84140.77,566,0.156,2019-04-29
CUST-00486,Customer_486,54,F,South,Unemployed,71610.02,659,0.515,2020-08-01
CUST-00487,Customer_487,29,M,West,Retired,171318.64,569,0.323,2019-11-11
CUST-00488,Customer_488,42,F,East,Employed,66276.51,769,0.135,2018-05-29
CUST-00489,Customer_489,21,F,East,Employed,107183.83,669,0.554,2019-01-22
CUST-00490,Customer_490,54,M,South,Employed,83431.91,711,0.307,2020-03-16
CUST-00491,Customer_491,31,F,South,Employed,40468.48,791,0.397,2022-02-11
CUST-00492,Customer_492,27,F,East,Self-Employed,36935.27,650,0.289,2018-02-04
CUST-00493,Customer_493,52,F,West,Employed,89020.72,602,0.506,2020-11-04
CUST-00494,Customer_494,38,M,East,Employed,62553.58,734,0.193,2022-03-27
CUST-00495,Customer_495,23,F,West,Employed,136882.87,655,0.289,2022-05-18
CUST-00496,Customer_496,45,M,East,Retired,120853.09,715,0.235,2018-01-28
CUST-00497,Customer_497,28,F,South,Retired,111918.14,715,0.1,2017-11-11
CUST-00498,Customer_498,50,M,East,Retired,80226.04,717,0.56,2018-11-17
CUST-00499,Customer_499,67,F,South,Unemployed,34265.09,652,0.183,2020-02-16
CUST-00500,Customer_500,34,F,West,Retired,66694.14,603,0.102,2020-02-18
CUST-00501,Customer_501,41,M,North,Retired,43299.68,586,0.352,2020-02-01
CUST-00502,Customer_502,44,F,South,Employed,143546.09,736,0.68,2020-12-10
CUST-00503,Customer_503,48,M,North,Employed,160813.16,748,0.319,2019-07-28
CUST-00504,Customer_504,40,F,East,Employed,34046.99,795,0.102,2018-03-03
CUST-00505,Customer_505,50,M,West,Employed,55528.54,638,0.275,2021-06-09
CUST-00506,Customer_506,46,F,West,Employed,62518.47,493,0.505,2020-09-03
CUST-00507,Customer_507,28,M,Central,Self-Employed,23669.93,523,0.065,2020-11-20
CUST-00508,Customer_508,32,F,North,Employed,74627.53,696,0.448,2020-05-24
CUST-00509,Customer_509,21,F,Central,Self-Employed,34090.85,659,0.252,2022-04-03
CUST-00510,Customer_510,50,M,North,Employed,196964.9,792,0.256,2018-06-19
CUST-00511,Customer_511,32,F,Central,Retired,62503.55,762,0.427,2018-09-08
CUST-00512,Customer_512,36,M,South,Self-Employed,177175.88,560,0.257,2020-09-01
CUST-00513,Customer_513,69,M,North,Employed,47934.05,729,0.343,2018-12-02
CUST-00514,Customer_514,32,F,West,Employed,76098.7,457,0.403,2022-01-31
CUST-00515,Customer_515,33,M,East,Retired,47968.9,850,0.189,2021-02-18
CUST-00516,Customer_516,34,M,West,Retired,29409.0,637,0.236,2018-10-10
CUST-00517,Customer_517,20,F,Central,Employed,107491.55,707,0.383,2018-04-11
CUST-00518,Customer_518,48,F,Central,Employed,79796.73,676,0.523,2018-05-07
CUST-00519,Customer_519,26,M,East,Employed,70332.8,698,0.401,2022-04-22
CUST-00520,Customer_520,43,F,Central,Employed,56312.41,612,0.3,2017-11-18
CUST-00521,Customer_521,40,M,Central,Employed,43987.72,421,0.616,2019-03-31
CUST-00522,Customer_522,44,M,North,Self-Employed,152153.87,850,0.249,2021-12-18
CUST-00523,Customer_523,44,F,South,Unemployed,28704.27,647,0.391,2021-07-24
CUST-00524,Customer_524,51,M,Central,Retired,56938.68,677,0.451,2022-04-21
CUST-00525,Customer_525,53,M,North,Employed,20000.0,788,0.835,2020-07-28
CUST-00526,Customer_526,38,M,West,Self-Employed,34343.6,638,0.458,2020-08-14
CUST-00527,Customer_527,38,F,North,Self-Employed,53241.78,729,0.396,2020-01-05
CUST-00528,Customer_528,73,M,Central,Employed,54136.68,652,0.562,2019-03-17
CUST-00529,Customer_529,42,F,Central,Employed,61584.09,639,0.169,2017-07-22
CUST-00530,Customer_530,54,M,West,Retired,153525.53,527,0.332,2020-12-31
CUST-00531,Customer_531,32,F,East,Self-Employed,75615.51,800,0.051,2021-11-04
CUST-00532,Customer_532,42,M,East,Self-Employed,35202.92,831,0.356,2021-08-29
CUST-00533,Customer_533,20,F,East,Self-Employed,33583.14,819,0.328,2019-01-19
CUST-00534,Customer_534,25,F,East,Employed,86978.9,611,0.326,2019-10-12
CUST-00535,Customer_535,52,F,East,Employed,33105.12,808,0.392,2019-02-16
CUST-00536,Customer_536,71,F,West,Unemployed,44698.71,543,0.179,2017-07-26
CUST-00537,Customer_537,19,M,East,Employed,58820.5,742,0.44,2017-07-25
CUST-00538,Customer_538,41,M,East,Retired,20000.0,792,0.45,2019-03-30
CUST-00539,Customer_539,44,F,West,Employed,108106.8,705,0.298,2018-04-12
CUST-00540,Customer_540,36,F,Central,Self-Employed,29776.25,710,0.253,2022-02-24
CUST-00541,Customer_541,67,M,Central,Self-Employed,124521.85,850,0.278,2021-07-30
CUST-00542,Customer_542,43,M,North,Self-Employed,118393.75,649,0.405,2019-12-11
CUST-00543,Customer_543,69,M,South,Employed,26537.28,798,0.411,2020-08-08
CUST-00544,Customer_544,37,F,West,Employed,72033.01,664,0.262,2018-08-07
CUST-00545,Customer_545,66,M,North,Retired,59896.63,755,0.277,2017-09-17
CUST-00546,Customer_546,21,M,West,Self-Employed,61005.24,695,0.256,2017-12-25
CUST-00547,Customer_547,30,F,West,Self-Employed,51211.26,792,0.444,2018-09-06
CUST-00548,Customer_548,24,F,East,Employed,170037.09,599,0.151,2022-08-03
CUST-00549,Customer_549,49,M,Central,Employed,42240.84,663,0.621,2018-10-12
CUST-00550,Customer_550,28,M,South,Employed,34735.7,681,0.308,2018-03-23
CUST-00551,Customer_551,51,M,North,Retired,47234.55,721,0.363,2020-09-10
CUST-00552,Customer_552,43,F,South,Retired,60111.0,497,0.176,2017-07-11
CUST-00553,Customer_553,46,F,North,Employed,71097.54,792,0.106,2019-09-26
CUST-00554,Customer_554,36,M,East,Employed,105472.09,763,0.117,2019-04-29
CUST-00555,Customer_555,42,F,South,Unemployed,55125.43,792,0.273,2020-04-18
CUST-00556,Customer_556,37,F,South,Unemployed,83424.9,608,0.611,2021-01-24
CUST-00557,Customer_557,48,M,West,Self-Employed,95007.17,794,0.429,2018-11-22
CUST-00558,Customer_558,49,M,North,Self-Employed,100029.5,664,0.326,2018-06-27
CUST-00559,Customer_559,40,F,Central,Self-Employed,70911.43,637,0.506,2021-11-02
CUST-00560,Customer_560,38,M,Central,Unemployed,27180.36,566,0.649,2017-11-21
CUST-00561,Customer_561,80,F,West,Employed,213065.29,668,0.495,2022-06-08
CUST-00562,Customer_562,62,F,North,Employed,42526.42,737,0.288,2022-02-18
CUST-00563,Customer_563,52,F,East,Retired,37967.74,503,0.339,2022-11-19
CUST-00564,Customer_564,42,F,West,Employed,46545.4,670,0.418,2018-09-11
CUST-00565,Customer_565,33,F,East,Employed,79754.14,713,0.338,2018-11-13
CUST-00566,Customer_566,29,M,East,Self-Employed,131382.97,552,0.207,2019-01-14
CUST-00567,Customer_567,57,M,North,Self-Employed,46792.42,622,0.046,2020-04-23
CUST-00568,Customer_568,42,F,South,Employed,69741.24,682,0.366,2020-02-07
CUST-00569,Customer_569,44,F,North,Self-Employed,60456.98,597,0.679,2017-08-24
CUST-00570,Customer_570,35,F,East,Self-Employed,103881.25,640,0.273,2021-09-10
CUST-00571,Customer_571,20,M,West,Employed,77601.99,520,0.15,2018-09-23
CUST-00572,Customer_572,52,F,West,Self-Employed,55123.08,655,0.274,2017-10-20
CUST-00573,Customer_573,45,F,Central,Unemployed,36794.85,701,0.526,2018-04-17
CUST-00574,Customer_574,44,M,South,Self-Employed,60134.21,655,0.273,2019-07-31
CUST-00575,Customer_575,25,M,Central,Employed,24831.07,575,0.398,2018-12-22
CUST-00576,Customer_576,31,F,North,Retired,85839.67,757,0.152,2022-04-17
CUST-00577,Customer_577,26,M,Central,Retired,22332.35,650,0.25,2021-10-14
CUST-00578,Customer_578,40,M,South,Employed,48052.79,709,0.293,2020-01-02
CUST-00579,Customer_579,27,F,North,Self-Employed,78288.67,791,0.546,2018-11-25
CUST-00580,Customer_580,28,F,North,Retired,35116.69,649,0.451,2020-06-03
CUST-00581,Customer_581,34,M,West,Employed,40522.64,773,0.2,2020-08-04
CUST-00582,Customer_582,58,F,Central,Employed,55134.59,556,0.203,2020-04-30
CUST-00583,Customer_583,57,F,North,Employed,32567.29,652,0.359,2018-05-05
CUST-00584,Customer_584,25,M,South,Self-Employed,46696.66,613,0.338,2022-09-01
CUST-00585,Customer_585,45,F,East,Self-Employed,148670.76,697,0.517,2019-11-20
CUST-00586,Customer_586,36,M,North,Retired,32743.1,552,0.139,2020-04-10
CUST-00587,Customer_587,53,M,East,Employed,68435.88,547,0.302,2018-08-11
CUST-00588,Customer_588,51,M,West,Employed,57800.76,733,0.234,2017-12-03
CUST-00589,Customer_589,48,F,West,Unemployed,112771.75,665,0.555,2017-11-01
CUST-00590,Customer_590,51,F,West,Employed,84274.7,655,0.312,2019-03-18
CUST-00591,Customer_591,30,M,East,Employed,39811.42,801,0.133,2019-11-28
CUST-00592,Customer_592,34,F,Central,Employed,35887.15,674,0.558,2021-09-02
CUST-00593,Customer_593,48,M,North,Retired,61875.05,770,0.128,2020-04-28
CUST-00594,Customer_594,51,F,Central,Employed,31160.11,701,0.417,2021-08-19
CUST-00595,Customer_595,60,M,West,Employed,21520.34,762,0.219,2021-05-17
CUST-00596,Customer_596,54,M,North,Employed,44254.73,536,0.577,2019-03-21
CUST-00597,Customer_597,52,F,Central,Unemployed,63154.13,672,0.238,2017-12-19
CUST-00598,Customer_598,45,M,South,Employed,164547.64,579,0.404,2022-05-10
CUST-00599,Customer_599,39,M,West,Self-Employed,75041.2,764,0.413,2018-12-23
CUST-00600,Customer_600,21,M,South,Self-Employed,66591.1,651,0.109,2020-08-31
CUST-00601,Customer_601,57,F,South,Employed,133507.63,550,0.316,2018-09-10
CUST-00602,Customer_602,55,M,South,Employed,137231.72,662,0.615,2021-04-19
CUST-00603,Customer_603,18,M,Central,Employed,44934.06,730,0.39,2019-07-27
CUST-00604,Customer_604,47,F,South,Employed,23478.24,734,0.562,2022-02-12
CUST-00605,Customer_605,42,M,West,Employed,58902.69,635,0.431,2022-07-31
CUST-00606,Customer_606,40,M,West,Self-Employed,152902.85,850,0.75,2022-08-28
CUST-00607,Customer_607,34,F,West,Unemployed,40405.26,630,0.534,2021-02-18
CUST-00608,Customer_608,56,F,West,Employed,53267.5,638,0.049,2020-10-23
CUST-00609,Customer_609,24,M,Central,Employed,30351.33,584,0.364,2018-02-27
CUST-00610,Customer_610,45,M,East,Unemployed,104699.69,589,0.606,2022-02-10
CUST-00611,Customer_611,18,F,North,Self-Employed,35243.24,581,0.447,2020-08-01
CUST-00612,Customer_612,32,M,West,Employed,30437.3,702,0.493,2021-10-12
CUST-00613,Customer_613,46,F,North,Retired,68147.17,636,0.27,2018-03-04
CUST-00614,Customer_614,35,F,North,Employed,131219.42,714,0.558,2018-04-09
CUST-00615,Customer_615,45,M,North,Employed,91129.22,786,0.234,2019-02-22
CUST-00616,Customer_616,48,M,North,Employed,28904.49,676,0.32,2018-08-26
CUST-00617,Customer_617,38,M,West,Employed,47855.45,817,0.26,2017-11-01
CUST-00618,Customer_618,42,F,East,Retired,62065.33,692,0.13,2022-11-01
CUST-00619,Customer_619,37,M,South,Retired,65635.39,722,0.419,2022-04-06
CUST-00620,Customer_620,54,F,South,Self-Employed,91458.24,743,0.629,2018-12-22
CUST-00621,Customer_621,32,M,West,Retired,116621.31,640,0.491,2019-10-29
CUST-00622,Customer_622,33,F,East,Employed,32797.23,632,0.353,2019-12-06
CUST-00623,Customer_623,37,F,East,Employed,55276.98,656,0.149,2020-01-17
CUST-00624,Customer_624,43,F,West,Employed,42214.43,836,0.551,2018-11-14
CUST-00625,Customer_625,61,F,East,Retired,51277.57,693,0.344,2020-11-03
CUST-00626,Customer_626,45,F,West,Employed,78111.45,805,0.568,2018-01-28
CUST-00627,Customer_627,18,M,South,Employed,39293.11,681,0.479,2019-10-26
CUST-00628,Customer_628,57,F,East,Employed,60298.09,728,0.511,2021-01-26
CUST-00629,Customer_629,38,M,West,Self-Employed,52286.27,773,0.268,2021-07-17
CUST-00630,Customer_630,36,F,Central,Self-Employed,54368.59,729,0.287,2019-01-30
CUST-00631,Customer_631,63,F,East,Unemployed,49583.66,710,0.252,2020-03-07
CUST-00632,Customer_632,28,F,West,Employed,47612.76,679,0.348,2018-06-18
CUST-00633,Customer_633,18,F,South,Employed,45581.95,783,0.11,2019-11-09
CUST-00634,Customer_634,48,F,South,Retired,68460.45,586,0.171,2019-11-18
CUST-00635,Customer_635,34,M,Central,Employed,53483.28,579,0.094,2018-03-04
CUST-00636,Customer_636,40,M,North,Unemployed,75851.76,761,0.334,2020-08-10
CUST-00637,Customer_637,48,M,South,Employed,49683.08,537,0.267,2022-01-27
CUST-00638,Customer_638,69,M,South,Employed,59691.32,791,0.108,2020-10-29
CUST-00639,Customer_639,45,M,Central,Self-Employed,60156.56,543,0.556,2017-09-07
CUST-00640,Customer_640,28,F,West,Employed,131833.9,653,0.531,2019-12-09
CUST-00641,Customer_641,34,F,North,Employed,87928.46,687,0.09,2018-11-14
CUST-00642,Customer_642,54,F,Central,Retired,66791.9,831,0.418,2022-10-28
CUST-00643,Customer_643,31,F,South,Employed,48554.98,734,0.335,2022-05-19
CUST-00644,Customer_644,19,M,South,Employed,43129.84,850,0.371,2019-12-20
CUST-00645,Customer_645,35,F,East,Employed,56759.48,505,0.221,2020-09-11
CUST-00646,Customer_646,26,M,East,Retired,20000.0,711,0.226,2020-05-06
CUST-00647,Customer_647,53,M,South,Employed,69162.78,630,0.414,2018-04-12
CUST-00648,Customer_648,40,M,North,Employed,116169.15,645,0.179,2020-10-17
CUST-00649,Customer_649,23,F,Central,Employed,48522.12,623,0.271,2019-05-08
CUST-00650,Customer_650,34,M,South,Employed,30266.75,711,0.376,2018-03-07
CUST-00651,Customer_651,50,F,East,Self-Employed,32033.95,604,0.528,2018-02-09
CUST-00652,Customer_652,58,M,Central,Retired,33695.92,649,0.294,2021-08-19
CUST-00653,Customer_653,40,M,Central,Employed,106475.6,753,0.524,2022-08-29
CUST-00654,Customer_654,53,M,East,Retired,109442.96,782,0.488,2019-10-05
CUST-00655,Customer_655,34,M,South,Retired,53623.3,525,0.678,2021-02-26
CUST-00656,Customer_656,45,M,South,Self-Employed,209616.24,508,0.576,2018-09-14
CUST-00657,Customer_657,42,F,North,Employed,32702.08,675,0.206,2019-10-05
CUST-00658,Customer_658,37,M,Central,Unemployed,70014.78,778,0.453,2020-09-27
CUST-00659,Customer_659,67,F,West,Unemployed,63143.92,655,0.388,2022-02-19
CUST-00660,Customer_660,46,M,Central,Self-Employed,39165.79,639,0.708,2020-12-24
CUST-00661,Customer_661,66,M,North,Employed,97618.78,717,0.276,2018-03-21
CUST-00662,Customer_662,37,M,East,Self-Employed,42648.31,736,0.25,2019-06-24
