transaction_id,customer_id,transaction_date,transaction_type,amount,product_category,region
TXN-030955,CUST-00889,2023-07-02,Deposit,26.12,Business Loan,West
TXN-032290,CUST-00930,2023-07-02,Deposit,348.81,Savings Account,Central
TXN-028463,CUST-00816,2023-07-02,Transfer,71.78,Mortgage,South
TXN-024690,CUST-00709,2023-07-02,Deposit,0.98,Credit Card,North
TXN-028539,CUST-00819,2023-07-02,Withdrawal,38.23,Credit Card,South
TXN-040072,CUST-01156,2023-07-02,Payment,43.35,Investment Fund,East
TXN-015755,CUST-00456,2023-07-02,Deposit,169.8,Insurance,East
TXN-038400,CUST-01107,2023-07-02,Payment,171.55,Investment Fund,South
TXN-003973,CUST-00122,2023-07-02,Payment,5.67,Mortgage,East
TXN-024494,CUST-00704,2023-07-02,Withdrawal,9.09,Investment Fund,East
TXN-030470,CUST-00876,2023-07-02,Deposit,236.88,Business Loan,South
TXN-030160,CUST-00867,2023-07-02,Transfer,159.11,Auto Loan,West
TXN-013834,CUST-00405,2023-07-02,Deposit,138.41,Business Loan,West
TXN-020881,CUST-00598,2023-07-02,Fee,106.85,Savings Account,South
TXN-044493,CUST-01283,2023-07-02,Payment,40.88,Credit Card,West
TXN-023621,CUST-00680,2023-07-02,Deposit,21.0,Insurance,North
TXN-015804,CUST-00457,2023-07-02,Transfer,615.7,Credit Card,Central
TXN-004024,CUST-00124,2023-07-02,Interest,27.44,Mortgage,West
TXN-016100,CUST-00464,2023-07-02,Withdrawal,182.39,Mortgage,North
TXN-050422,CUST-01452,2023-07-02,Transfer,53.82,Mortgage,East
TXN-040487,CUST-01167,2023-07-02,Payment,314.67,Investment Fund,South
TXN-001785,CUST-00054,2023-07-03,Withdrawal,17.64,Personal Loan,North
TXN-029361,CUST-00843,2023-07-03,Payment,125.2,Business Loan,East
TXN-044950,CUST-01296,2023-07-03,Withdrawal,151.62,Insurance,East
TXN-042567,CUST-01229,2023-07-03,Transfer,14.1,Credit Card,South
TXN-007558,CUST-00228,2023-07-03,Payment,328.29,Credit Card,Central
TXN-042175,CUST-01217,2023-07-03,Deposit,5.59,Mortgage,East
TXN-013415,CUST-00394,2023-07-03,Interest,28.32,Investment Fund,East
TXN-040393,CUST-01165,2023-07-03,Fee,4.45,Insurance,North
TXN-040049,CUST-01155,2023-07-03,Interest,52.6,Insurance,Central
TXN-038994,CUST-01123,2023-07-03,Fee,21.33,Credit Card,North
TXN-047052,CUST-01351,2023-07-03,Payment,19.64,Auto Loan,East
TXN-040095,CUST-01157,2023-07-03,Withdrawal,25.67,Investment Fund,East
TXN-051791,CUST-01494,2023-07-03,Withdrawal,240.91,Insurance,Central
TXN-025352,CUST-00729,2023-07-03,Transfer,19.75,Savings Account,Central
TXN-010026,CUST-00296,2023-07-03,Withdrawal,28.72,Investment Fund,West
TXN-042315,CUST-01222,2023-07-03,Deposit,23.64,Credit Card,South
TXN-036276,CUST-01041,2023-07-03,Deposit,22.64,Personal Loan,West
TXN-005110,CUST-00158,2023-07-03,Transfer,47.13,Credit Card,East
TXN-030074,CUST-00865,2023-07-03,Deposit,15.5,Personal Loan,West
TXN-003354,CUST-00102,2023-07-03,Withdrawal,6.25,Insurance,East
TXN-042495,CUST-01228,2023-07-03,Transfer,59.1,Auto Loan,West
TXN-022226,CUST-00640,2023-07-03,Payment,16.61,Investment Fund,West
TXN-012379,CUST-00364,2023-07-03,Deposit,68.87,Business Loan,South
TXN-008481,CUST-00253,2023-07-03,Deposit,39.21,Insurance,Central
TXN-011868,CUST-00350,2023-07-03,Fee,62.08,Personal Loan,Central
TXN-020110,CUST-00575,2023-07-03,Withdrawal,21.91,Business Loan,Central
TXN-013304,CUST-00390,2023-07-03,Payment,113.27,Insurance,South
TXN-039355,CUST-01136,2023-07-03,Deposit,26.27,Insurance,East
TXN-044740,CUST-01290,2023-07-03,Payment,19.38,Savings Account,South
TXN-007493,CUST-00226,2023-07-03,Transfer,17.97,Mortgage,North
TXN-025564,CUST-00735,2023-07-03,Deposit,62.62,Insurance,South
TXN-047931,CUST-01381,2023-07-03,Deposit,74.07,Investment Fund,North
TXN-003051,CUST-00094,2023-07-03,Fee,58.92,Insurance,South
TXN-046575,CUST-01341,2023-07-03,Withdrawal,12.84,Mortgage,North
TXN-036665,CUST-01055,2023-07-03,Transfer,113.99,Business Loan,East
TXN-033191,CUST-00958,2023-07-03,Payment,53.89,Credit Card,South
TXN-033240,CUST-00959,2023-07-03,Deposit,49.64,Savings Account,Central
TXN-033387,CUST-00963,2023-07-03,Transfer,29.96,Investment Fund,North
TXN-044051,CUST-01271,2023-07-03,Interest,45.53,Insurance,West
TXN-048459,CUST-01396,2023-07-03,Transfer,132.27,Business Loan,West
TXN-036764,CUST-01058,2023-07-03,Withdrawal,126.54,Auto Loan,West
TXN-000243,CUST-00007,2023-07-03,Interest,10.22,Personal Loan,South
TXN-024928,CUST-00716,2023-07-03,Payment,31.11,Investment Fund,West
TXN-033496,CUST-00966,2023-07-03,Payment,5.42,Personal Loan,East
TXN-000740,CUST-00022,2023-07-03,Transfer,59.76,Business Loan,South
TXN-003948,CUST-00121,2023-07-03,Deposit,46.0,Auto Loan,North
TXN-048315,CUST-01392,2023-07-03,Payment,60.26,Savings Account,Central
TXN-048261,CUST-01390,2023-07-03,Payment,69.71,Investment Fund,North
TXN-022567,CUST-00649,2023-07-03,Payment,77.67,Insurance,Central
TXN-036571,CUST-01053,2023-07-03,Transfer,23.58,Savings Account,North
TXN-017005,CUST-00489,2023-07-03,Transfer,253.27,Savings Account,East
TXN-036558,CUST-01052,2023-07-03,Withdrawal,6.27,Insurance,South
TXN-021161,CUST-00608,2023-07-03,Interest,22.07,Mortgage,West
TXN-008574,CUST-00255,2023-07-03,Transfer,22.32,Insurance,East
TXN-010265,CUST-00304,2023-07-03,Transfer,15.31,Auto Loan,North
TXN-011777,CUST-00348,2023-07-03,Withdrawal,87.99,Credit Card,South
TXN-038115,CUST-01099,2023-07-03,Deposit,6.48,Mortgage,North
TXN-035855,CUST-01031,2023-07-03,Deposit,86.51,Investment Fund,North
TXN-013126,CUST-00384,2023-07-03,Transfer,20.84,Investment Fund,East
TXN-048841,CUST-01406,2023-07-03,Interest,12.02,Auto Loan,Central
TXN-002704,CUST-00084,2023-07-03,Transfer,47.8,Investment Fund,Central
TXN-030889,CUST-00887,2023-07-03,Deposit,44.13,Credit Card,Central
TXN-011466,CUST-00339,2023-07-03,Payment,1.71,Savings Account,North
TXN-037835,CUST-01090,2023-07-03,Payment,2.35,Business Loan,Central
TXN-007195,CUST-00218,2023-07-03,Payment,13.76,Auto Loan,East
TXN-005450,CUST-00168,2023-07-03,Transfer,45.58,Insurance,South
TXN-014809,CUST-00430,2023-07-03,Withdrawal,3.75,Insurance,North
TXN-025773,CUST-00742,2023-07-03,Withdrawal,11.82,Mortgage,South
TXN-035338,CUST-01017,2023-07-03,Payment,16.5,Credit Card,North
TXN-026967,CUST-00775,2023-07-04,Deposit,9.7,Business Loan,North
TXN-007969,CUST-00239,2023-07-04,Fee,188.0,Investment Fund,North
TXN-027093,CUST-00779,2023-07-04,Payment,50.46,Credit Card,South
TXN-007812,CUST-00235,2023-07-04,Payment,13.68,Investment Fund,West
TXN-030282,CUST-00869,2023-07-04,Payment,51.79,Business Loan,South
TXN-027022,CUST-00777,2023-07-04,Deposit,36.56,Mortgage,South
TXN-026855,CUST-00771,2023-07-04,Payment,60.26,Business Loan,North
TXN-027812,CUST-00799,2023-07-04,Payment,26.38,Mortgage,West
TXN-027595,CUST-00792,2023-07-04,Fee,46.44,Investment Fund,Central
TXN-028438,CUST-00816,2023-07-04,Deposit,7.25,Mortgage,South
TXN-026257,CUST-00756,2023-07-04,Interest,71.62,Business Loan,West
TXN-048377,CUST-01394,2023-07-04,Transfer,72.57,Investment Fund,East
TXN-051024,CUST-01469,2023-07-04,Withdrawal,27.39,Savings Account,West
TXN-013444,CUST-00394,2023-07-04,Withdrawal,157.55,Auto Loan,East
TXN-008995,CUST-00268,2023-07-04,Interest,225.27,Personal Loan,West
TXN-001567,CUST-00046,2023-07-04,Deposit,29.7,Personal Loan,Central
TXN-016331,CUST-00470,2023-07-04,Deposit,4.33,Insurance,Central
TXN-008757,CUST-00260,2023-07-04,Transfer,5.94,Personal Loan,North
TXN-010605,CUST-00312,2023-07-04,Withdrawal,184.22,Mortgage,North
TXN-013939,CUST-00407,2023-07-04,Withdrawal,20.8,Savings Account,Central
TXN-010843,CUST-00320,2023-07-04,Payment,11.51,Insurance,South
TXN-032840,CUST-00945,2023-07-04,Withdrawal,60.78,Insurance,North
TXN-048866,CUST-01406,2023-07-04,Payment,12.65,Mortgage,Central
TXN-015878,CUST-00459,2023-07-04,Withdrawal,6.06,Insurance,West
TXN-023119,CUST-00665,2023-07-04,Payment,47.61,Business Loan,West
TXN-029142,CUST-00837,2023-07-04,Interest,206.4,Personal Loan,North
TXN-047692,CUST-01373,2023-07-04,Withdrawal,2.07,Personal Loan,West
TXN-047702,CUST-01373,2023-07-04,Payment,54.88,Mortgage,West
TXN-007605,CUST-00229,2023-07-04,Payment,249.68,Mortgage,West
TXN-047726,CUST-01373,2023-07-04,Deposit,72.43,Investment Fund,West
TXN-006489,CUST-00199,2023-07-04,Payment,13.26,Business Loan,North
TXN-027673,CUST-00796,2023-07-04,Withdrawal,77.09,Insurance,North
TXN-010080,CUST-00298,2023-07-04,Withdrawal,35.18,Insurance,North
TXN-031955,CUST-00920,2023-07-04,Transfer,25.65,Personal Loan,East
TXN-009737,CUST-00288,2023-07-04,Payment,65.96,Savings Account,Central
TXN-027813,CUST-00799,2023-07-04,Withdrawal,61.37,Savings Account,West
TXN-027948,CUST-00803,2023-07-04,Payment,9.97,Insurance,North
TXN-007390,CUST-00223,2023-07-04,Withdrawal,51.14,Credit Card,East
TXN-050633,CUST-01458,2023-07-04,Withdrawal,112.05,Savings Account,South
TXN-000478,CUST-00014,2023-07-04,Transfer,35.28,Savings Account,South
TXN-050570,CUST-01456,2023-07-04,Withdrawal,190.96,Insurance,South
TXN-030485,CUST-00876,2023-07-04,Payment,8.82,Insurance,South
TXN-042862,CUST-01236,2023-07-04,Payment,24.79,Credit Card,East
TXN-021444,CUST-00617,2023-07-04,Payment,86.4,Investment Fund,West
TXN-039208,CUST-01131,2023-07-04,Fee,49.59,Insurance,Central
TXN-005294,CUST-00163,2023-07-04,Transfer,78.68,Credit Card,North
TXN-004781,CUST-00147,2023-07-04,Withdrawal,114.44,Insurance,Central
TXN-039601,CUST-01143,2023-07-04,Withdrawal,1644.02,Credit Card,North
TXN-038106,CUST-01098,2023-07-04,Transfer,27.62,Investment Fund,Central
TXN-003290,CUST-00100,2023-07-04,Withdrawal,15.22,Personal Loan,East
TXN-011439,CUST-00339,2023-07-04,Payment,26.91,Credit Card,North
TXN-045858,CUST-01322,2023-07-04,Transfer,13.9,Personal Loan,South
TXN-039829,CUST-01151,2023-07-04,Payment,11.28,Credit Card,South
TXN-037520,CUST-01080,2023-07-04,Fee,50.07,Personal Loan,North
TXN-041958,CUST-01210,2023-07-04,Payment,9.4,Auto Loan,Central
TXN-045942,CUST-01324,2023-07-04,Deposit,66.89,Savings Account,East
TXN-037445,CUST-01078,2023-07-04,Deposit,81.82,Credit Card,Central
TXN-046742,CUST-01345,2023-07-04,Deposit,72.3,Credit Card,East
TXN-004454,CUST-00138,2023-07-04,Fee,11.98,Mortgage,Central
TXN-002234,CUST-00070,2023-07-04,Deposit,196.75,Auto Loan,Central
TXN-012220,CUST-00359,2023-07-04,Interest,14.94,Business Loan,West
TXN-003871,CUST-00120,2023-07-04,Withdrawal,29.42,Credit Card,North
TXN-044285,CUST-01278,2023-07-04,Payment,52.67,Business Loan,East
TXN-045377,CUST-01308,2023-07-04,Deposit,144.56,Mortgage,North
TXN-017014,CUST-00490,2023-07-04,Deposit,158.02,Investment Fund,South
TXN-040484,CUST-01167,2023-07-04,Payment,47.06,Personal Loan,South
TXN-043922,CUST-01267,2023-07-04,Deposit,13.02,Auto Loan,West
TXN-018114,CUST-00519,2023-07-04,Payment,91.17,Investment Fund,East
TXN-019966,CUST-00571,2023-07-04,Payment,22.91,Credit Card,West
TXN-004991,CUST-00154,2023-07-04,Interest,105.39,Credit Card,South
TXN-038946,CUST-01122,2023-07-04,Deposit,47.18,Auto Loan,Central
TXN-003034,CUST-00094,2023-07-04,Payment,1.27,Investment Fund,South
TXN-042795,CUST-01234,2023-07-04,Fee,14.4,Auto Loan,North
TXN-020895,CUST-00599,2023-07-04,Deposit,80.2,Credit Card,West
TXN-005244,CUST-00162,2023-07-04,Deposit,133.44,Business Loan,Central
TXN-047262,CUST-01360,2023-07-04,Interest,6.01,Insurance,North
TXN-035910,CUST-01032,2023-07-04,Fee,21.92,Auto Loan,West
TXN-038761,CUST-01117,2023-07-04,Transfer,82.41,Savings Account,North
TXN-010721,CUST-00315,2023-07-05,Fee,139.13,Personal Loan,Central
TXN-043132,CUST-01245,2023-07-05,Payment,173.85,Business Loan,South
TXN-014020,CUST-00410,2023-07-05,Deposit,539.52,Personal Loan,South
TXN-028282,CUST-00811,2023-07-05,Withdrawal,48.28,Savings Account,Central
TXN-048663,CUST-01401,2023-07-05,Withdrawal,67.35,Auto Loan,South
TXN-007126,CUST-00216,2023-07-05,Interest,49.77,Savings Account,East
TXN-037474,CUST-01079,2023-07-05,Deposit,68.81,Credit Card,Central
TXN-021515,CUST-00619,2023-07-05,Deposit,52.3,Credit Card,South
TXN-030246,CUST-00869,2023-07-05,Withdrawal,13.61,Business Loan,South
TXN-001819,CUST-00055,2023-07-05,Withdrawal,152.2,Credit Card,North
TXN-021125,CUST-00607,2023-07-05,Transfer,61.49,Insurance,West
TXN-009396,CUST-00278,2023-07-05,Payment,15.71,Business Loan,North
TXN-026775,CUST-00770,2023-07-05,Withdrawal,15.61,Mortgage,East
TXN-034253,CUST-00986,2023-07-05,Payment,19.75,Insurance,South
TXN-023775,CUST-00684,2023-07-05,Interest,180.16,Savings Account,West
TXN-014674,CUST-00426,2023-07-05,Payment,43.39,Mortgage,South
TXN-011161,CUST-00330,2023-07-05,Withdrawal,50.07,Business Loan,South
TXN-006694,CUST-00205,2023-07-05,Withdrawal,4.11,Mortgage,South
TXN-005181,CUST-00159,2023-07-05,Withdrawal,58.74,Insurance,South
TXN-046117,CUST-01328,2023-07-05,Withdrawal,12.3,Credit Card,West
TXN-021800,CUST-00626,2023-07-05,Transfer,284.15,Insurance,West
TXN-048414,CUST-01394,2023-07-05,Transfer,20.14,Mortgage,East
TXN-022029,CUST-00633,2023-07-05,Withdrawal,11.03,Credit Card,South
TXN-037221,CUST-01069,2023-07-05,Transfer,40.17,Mortgage,North
TXN-018873,CUST-00541,2023-07-05,Fee,16.53,Mortgage,Central
TXN-041837,CUST-01206,2023-07-05,Fee,230.48,Savings Account,West
TXN-028433,CUST-00816,2023-07-05,Deposit,14.3,Credit Card,South
TXN-013854,CUST-00405,2023-07-05,Withdrawal,121.73,Credit Card,West
TXN-008368,CUST-00250,2023-07-05,Transfer,5.36,Personal Loan,Central
TXN-009759,CUST-00290,2023-07-05,Fee,23.67,Credit Card,North
TXN-012234,CUST-00359,2023-07-05,Deposit,12.83,Auto Loan,West
TXN-006160,CUST-00186,2023-07-05,Withdrawal,24.97,Business Loan,East
TXN-028370,CUST-00814,2023-07-05,Payment,92.41,Investment Fund,Central
TXN-017923,CUST-00514,2023-07-05,Deposit,44.91,Auto Loan,West
TXN-006713,CUST-00206,2023-07-05,Transfer,73.71,Auto Loan,South
TXN-037697,CUST-01086,2023-07-05,Deposit,14.87,Personal Loan,South
TXN-012068,CUST-00355,2023-07-05,Withdrawal,20.72,Business Loan,West
TXN-015195,CUST-00443,2023-07-05,Deposit,111.76,Mortgage,North
TXN-040747,CUST-01174,2023-07-05,Deposit,181.47,Savings Account,West
TXN-032476,CUST-00935,2023-07-05,Withdrawal,346.21,Savings Account,Central
TXN-012319,CUST-00362,2023-07-05,Deposit,3.28,Personal Loan,South
TXN-019103,CUST-00547,2023-07-05,Deposit,59.21,Savings Account,West
TXN-012330,CUST-00362,2023-07-05,Payment,13.23,Auto Loan,South
TXN-004201,CUST-00130,2023-07-05,Fee,48.25,Savings Account,West
TXN-042350,CUST-01223,2023-07-05,Transfer,60.55,Credit Card,North
TXN-024096,CUST-00693,2023-07-05,Fee,1.32,Mortgage,West
TXN-047094,CUST-01353,2023-07-05,Payment,15.24,Credit Card,Central
TXN-035354,CUST-01018,2023-07-05,Withdrawal,23.22,Savings Account,West
TXN-015692,CUST-00454,2023-07-05,Withdrawal,135.23,Investment Fund,East
TXN-020706,CUST-00594,2023-07-05,Fee,11.45,Business Loan,Central
TXN-007477,CUST-00225,2023-07-05,Deposit,253.74,Insurance,West
TXN-003596,CUST-00109,2023-07-05,Withdrawal,7.95,Mortgage,North
TXN-051779,CUST-01493,2023-07-05,Payment,338.09,Business Loan,West
TXN-038293,CUST-01104,2023-07-05,Payment,693.97,Investment Fund,South
TXN-042603,CUST-01230,2023-07-05,Payment,27.95,Personal Loan,Central
TXN-005819,CUST-00177,2023-07-05,Payment,6.19,Mortgage,Central
TXN-042159,CUST-01216,2023-07-05,Payment,475.41,Savings Account,South
TXN-016560,CUST-00478,2023-07-05,Transfer,12.74,Mortgage,South
TXN-025027,CUST-00720,2023-07-05,Fee,12.5,Business Loan,East
TXN-037930,CUST-01092,2023-07-05,Deposit,11.29,Personal Loan,North
TXN-051477,CUST-01483,2023-07-05,Deposit,7.54,Personal Loan,South
TXN-030594,CUST-00880,2023-07-05,Payment,45.75,Personal Loan,North
TXN-012807,CUST-00375,2023-07-05,Withdrawal,65.63,Mortgage,East
TXN-043439,CUST-01253,2023-07-05,Transfer,30.06,Insurance,Central
TXN-005129,CUST-00158,2023-07-05,Withdrawal,31.11,Personal Loan,East
TXN-029168,CUST-00838,2023-07-05,Deposit,387.58,Mortgage,South
TXN-021937,CUST-00630,2023-07-05,Payment,46.43,Savings Account,Central
TXN-002130,CUST-00066,2023-07-05,Payment,22.12,Business Loan,North
TXN-039667,CUST-01145,2023-07-05,Transfer,213.0,Credit Card,South
TXN-007508,CUST-00227,2023-07-05,Payment,255.14,Insurance,Central
TXN-021040,CUST-00604,2023-07-05,Payment,18.96,Auto Loan,South
TXN-016364,CUST-00471,2023-07-05,Deposit,99.69,Auto Loan,North
TXN-021005,CUST-00603,2023-07-06,Fee,249.9,Credit Card,Central
TXN-045333,CUST-01306,2023-07-06,Transfer,15.61,Personal Loan,East
TXN-040678,CUST-01172,2023-07-06,Transfer,23.97,Auto Loan,West
TXN-000442,CUST-00013,2023-07-06,Fee,251.0,Auto Loan,Central
TXN-008566,CUST-00255,2023-07-06,Deposit,1230.6,Business Loan,East
TXN-016194,CUST-00467,2023-07-06,Deposit,8.21,Personal Loan,East
TXN-006907,CUST-00210,2023-07-06,Payment,16.31,Personal Loan,West
TXN-002144,CUST-00067,2023-07-06,Deposit,2.49,Investment Fund,North
TXN-033737,CUST-00972,2023-07-06,Deposit,37.03,Business Loan,Central
TXN-023367,CUST-00672,2023-07-06,Payment,364.54,Credit Card,Central
TXN-000512,CUST-00015,2023-07-06,Deposit,44.25,Insurance,North
TXN-018166,CUST-00522,2023-07-06,Transfer,48.7,Insurance,North
TXN-025661,CUST-00739,2023-07-06,Transfer,25.43,Mortgage,East
TXN-038884,CUST-01121,2023-07-06,Withdrawal,33.15,Insurance,North
TXN-020138,CUST-00577,2023-07-06,Transfer,42.62,Personal Loan,Central
TXN-015751,CUST-00456,2023-07-06,Payment,272.24,Savings Account,East
TXN-001141,CUST-00035,2023-07-06,Withdrawal,17.34,Business Loan,South
TXN-049070,CUST-01412,2023-07-06,Payment,7.98,Business Loan,Central
TXN-012965,CUST-00380,2023-07-06,Withdrawal,50.92,Savings Account,East
TXN-020570,CUST-00590,2023-07-06,Deposit,26.29,Business Loan,West
TXN-030847,CUST-00886,2023-07-06,Transfer,11.76,Investment Fund,North
TXN-024063,CUST-00693,2023-07-06,Deposit,32.07,Personal Loan,West
TXN-038142,CUST-01100,2023-07-06,Fee,30.85,Business Loan,East
TXN-045687,CUST-01317,2023-07-06,Deposit,22.37,Business Loan,Central
TXN-049429,CUST-01422,2023-07-06,Interest,47.14,Business Loan,Central
TXN-032749,CUST-00943,2023-07-06,Interest,437.71,Auto Loan,North
TXN-038046,CUST-01095,2023-07-06,Payment,109.09,Business Loan,East
TXN-033559,CUST-00968,2023-07-06,Transfer,81.03,Savings Account,Central
TXN-049905,CUST-01438,2023-07-06,Withdrawal,14.65,Business Loan,Central
TXN-008166,CUST-00245,2023-07-06,Payment,28.82,Investment Fund,South
TXN-038399,CUST-01107,2023-07-06,Deposit,61.26,Credit Card,South
TXN-031984,CUST-00921,2023-07-06,Payment,15.75,Credit Card,South
TXN-048630,CUST-01401,2023-07-06,Withdrawal,139.09,Credit Card,South
TXN-030106,CUST-00866,2023-07-06,Transfer,213.72,Auto Loan,Central
TXN-023691,CUST-00682,2023-07-06,Fee,19.95,Investment Fund,North
TXN-044468,CUST-01282,2023-07-06,Deposit,51.73,Savings Account,West
TXN-044461,CUST-01282,2023-07-06,Deposit,71.07,Credit Card,West
TXN-033375,CUST-00962,2023-07-06,Withdrawal,17.01,Credit Card,East
TXN-031706,CUST-00912,2023-07-06,Interest,11.54,Credit Card,Central
TXN-038465,CUST-01109,2023-07-06,Payment,14.99,Insurance,North
TXN-037174,CUST-01068,2023-07-06,Deposit,319.42,Insurance,Central
TXN-013784,CUST-00403,2023-07-06,Interest,15.78,Auto Loan,South
TXN-015096,CUST-00440,2023-07-06,Payment,159.58,Insurance,West
TXN-001037,CUST-00031,2023-07-06,Transfer,8.61,Personal Loan,East
TXN-047615,CUST-01371,2023-07-06,Deposit,73.73,Business Loan,Central
TXN-042204,CUST-01218,2023-07-06,Transfer,13.46,Credit Card,West
TXN-001731,CUST-00052,2023-07-06,Deposit,0.77,Investment Fund,South
TXN-003303,CUST-00101,2023-07-06,Payment,10.55,Insurance,South
TXN-035235,CUST-01014,2023-07-06,Withdrawal,77.04,Auto Loan,North
TXN-027973,CUST-00804,2023-07-06,Deposit,6.63,Auto Loan,North
TXN-041585,CUST-01198,2023-07-06,Payment,129.32,Credit Card,Central
TXN-028001,CUST-00804,2023-07-06,Transfer,10.32,Savings Account,North
TXN-036152,CUST-01038,2023-07-06,Deposit,26.69,Business Loan,North
TXN-003677,CUST-00112,2023-07-06,Fee,116.19,Auto Loan,East
TXN-043774,CUST-01262,2023-07-06,Payment,51.63,Savings Account,East
TXN-034850,CUST-01002,2023-07-06,Fee,11.6,Savings Account,West
TXN-003775,CUST-00116,2023-07-06,Deposit,60.85,Credit Card,Central
TXN-022171,CUST-00637,2023-07-06,Withdrawal,13.52,Mortgage,South
TXN-016995,CUST-00489,2023-07-06,Payment,49.41,Business Loan,East
TXN-002021,CUST-00062,2023-07-06,Deposit,52.13,Credit Card,North
TXN-043597,CUST-01258,2023-07-06,Withdrawal,91.56,Mortgage,Central
TXN-043615,CUST-01259,2023-07-06,Transfer,18.68,Mortgage,North
TXN-046690,CUST-01344,2023-07-06,Withdrawal,38.32,Savings Account,West
TXN-006803,CUST-00208,2023-07-06,Transfer,34.36,Investment Fund,West
TXN-027445,CUST-00788,2023-07-06,Withdrawal,57.65,Mortgage,North
TXN-019323,CUST-00553,2023-07-06,Payment,192.75,Mortgage,North
TXN-022356,CUST-00644,2023-07-06,Payment,23.17,Insurance,South
TXN-018765,CUST-00539,2023-07-06,Deposit,27.97,Insurance,West
TXN-013104,CUST-00384,2023-07-06,Payment,18.75,Insurance,East
TXN-003447,CUST-00104,2023-07-06,Withdrawal,39.09,Savings Account,North
TXN-027407,CUST-00787,2023-07-06,Deposit,16.43,Savings Account,North
TXN-037685,CUST-01086,2023-07-07,Withdrawal,73.72,Auto Loan,South
TXN-002517,CUST-00078,2023-07-07,Transfer,7.27,Investment Fund,South
TXN-017264,CUST-00496,2023-07-07,Deposit,155.35,Investment Fund,East
TXN-044748,CUST-01291,2023-07-07,Transfer,50.96,Insurance,North
TXN-018506,CUST-00532,2023-07-07,Withdrawal,33.06,Business Loan,East
TXN-028253,CUST-00811,2023-07-07,Deposit,22.93,Investment Fund,Central
TXN-041960,CUST-01210,2023-07-07,Deposit,37.35,Auto Loan,Central
TXN-008973,CUST-00267,2023-07-07,Fee,50.66,Savings Account,East
TXN-009282,CUST-00275,2023-07-07,Deposit,266.79,Mortgage,Central
TXN-050261,CUST-01446,2023-07-07,Deposit,234.19,Auto Loan,West
TXN-047361,CUST-01363,2023-07-07,Deposit,8.1,Auto Loan,North
TXN-038500,CUST-01109,2023-07-07,Withdrawal,2.67,Business Loan,North
TXN-016915,CUST-00487,2023-07-07,Interest,11.17,Business Loan,West
TXN-038537,CUST-01111,2023-07-07,Transfer,31.96,Savings Account,Central
TXN-025182,CUST-00724,2023-07-07,Payment,53.18,Savings Account,South
TXN-026848,CUST-00771,2023-07-07,Deposit,43.02,Business Loan,North
TXN-023089,CUST-00664,2023-07-07,Payment,96.52,Mortgage,West
TXN-044556,CUST-01285,2023-07-07,Payment,163.67,Mortgage,North
TXN-020259,CUST-00580,2023-07-07,Fee,59.75,Personal Loan,North
TXN-029846,CUST-00857,2023-07-07,Transfer,87.43,Personal Loan,North
TXN-035604,CUST-01025,2023-07-07,Withdrawal,101.24,Mortgage,Central
TXN-003271,CUST-00100,2023-07-07,Transfer,10.68,Savings Account,East
TXN-000052,CUST-00002,2023-07-07,Fee,30.39,Investment Fund,South
TXN-035987,CUST-01033,2023-07-07,Deposit,31.88,Savings Account,West
TXN-051598,CUST-01488,2023-07-07,Deposit,34.48,Insurance,East
TXN-045537,CUST-01312,2023-07-07,Deposit,34.11,Insurance,West
TXN-049077,CUST-01412,2023-07-07,Deposit,4.57,Credit Card,Central
TXN-049521,CUST-01426,2023-07-07,Withdrawal,9.16,Mortgage,East
TXN-049750,CUST-01434,2023-07-07,Deposit,66.67,Insurance,South
TXN-017371,CUST-00499,2023-07-07,Withdrawal,7.67,Mortgage,South
TXN-038172,CUST-01100,2023-07-07,Deposit,133.44,Personal Loan,East
TXN-027845,CUST-00801,2023-07-07,Transfer,17.94,Personal Loan,South
TXN-024661,CUST-00708,2023-07-07,Payment,19.84,Auto Loan,West
TXN-045111,CUST-01301,2023-07-07,Withdrawal,31.68,Personal Loan,Central
TXN-012892,CUST-00377,2023-07-07,Deposit,11.3,Business Loan,Central
TXN-032636,CUST-00940,2023-07-07,Withdrawal,66.56,Auto Loan,North
TXN-050397,CUST-01451,2023-07-07,Transfer,144.39,Insurance,West
TXN-028000,CUST-00804,2023-07-07,Payment,33.09,Credit Card,North
TXN-031502,CUST-00906,2023-07-07,Transfer,38.28,Investment Fund,North
TXN-043402,CUST-01252,2023-07-07,Payment,146.72,Insurance,East
TXN-022245,CUST-00640,2023-07-07,Payment,27.32,Insurance,West
TXN-044858,CUST-01294,2023-07-07,Withdrawal,19.27,Investment Fund,Central
TXN-018556,CUST-00534,2023-07-07,Payment,21.18,Investment Fund,East
TXN-032887,CUST-00947,2023-07-07,Payment,13.67,Personal Loan,East
TXN-030460,CUST-00875,2023-07-07,Withdrawal,88.08,Investment Fund,East
TXN-039805,CUST-01150,2023-07-07,Transfer,17.04,Personal Loan,East
TXN-030809,CUST-00885,2023-07-07,Payment,15.8,Savings Account,North
TXN-013927,CUST-00407,2023-07-07,Deposit,5.84,Savings Account,Central
TXN-037722,CUST-01087,2023-07-07,Deposit,13.11,Investment Fund,East
TXN-017675,CUST-00508,2023-07-07,Transfer,17.64,Auto Loan,North
TXN-046623,CUST-01342,2023-07-07,Transfer,26.49,Insurance,Central
TXN-001405,CUST-00043,2023-07-07,Transfer,164.04,Insurance,East
