transaction_id,customer_id,transaction_date,transaction_type,amount,product_category,region,is_outlier,year_month
TXN-002714,CUST-00084,2023-08-06,Deposit,27.63,Business Loan,Central,False,2023-08
TXN-036860,CUST-01060,2023-08-06,Deposit,60.49,Auto Loan,North,False,2023-08
TXN-018517,CUST-00533,2023-08-06,Payment,38.72,Insurance,East,False,2023-08
TXN-023234,CUST-00669,2023-08-06,Fee,8.37,Credit Card,North,False,2023-08
TXN-001212,CUST-00037,2023-08-06,Transfer,56.28,Personal Loan,East,False,2023-08
TXN-015546,CUST-00451,2023-08-07,Withdrawal,171.92,Business Loan,Central,True,2023-08
TXN-041317,CUST-01189,2023-08-07,Deposit,16.61,Personal Loan,North,False,2023-08
TXN-034608,CUST-00996,2023-08-07,Interest,15.84,Investment Fund,South,False,2023-08
TXN-035315,CUST-01016,2023-08-07,Payment,11.82,Investment Fund,Central,False,2023-08
TXN-010209,CUST-00302,2023-08-07,Fee,14.88,Credit Card,North,False,2023-08
TXN-025800,CUST-00743,2023-08-07,Withdrawal,21.89,Auto Loan,East,False,2023-08
TXN-041630,CUST-01200,2023-08-07,Payment,352.68,Personal Loan,Central,True,2023-08
TXN-028699,CUST-00824,2023-08-07,Interest,97.77,Mortgage,East,False,2023-08
TXN-040096,CUST-01157,2023-08-07,Payment,87.81,Savings Account,East,False,2023-08
TXN-049080,CUST-01412,2023-08-07,Payment,2.79,Personal Loan,Central,False,2023-08
TXN-019845,CUST-00568,2023-08-07,Payment,117.53,Business Loan,South,False,2023-08
TXN-027504,CUST-00790,2023-08-07,Payment,83.22,Investment Fund,West,False,2023-08
TXN-025576,CUST-00735,2023-08-07,Withdrawal,3.96,Savings Account,South,False,2023-08
TXN-035658,CUST-01026,2023-08-07,Payment,97.89,Mortgage,East,False,2023-08
TXN-050270,CUST-01447,2023-08-07,Fee,20.37,Insurance,South,False,2023-08
TXN-040972,CUST-01180,2023-08-07,Payment,30.69,Investment Fund,Central,False,2023-08
TXN-047140,CUST-01356,2023-08-07,Interest,18.05,Auto Loan,Central,False,2023-08
TXN-028569,CUST-00820,2023-08-07,Payment,138.39,Credit Card,East,False,2023-08
TXN-009973,CUST-00295,2023-08-07,Deposit,30.8,Business Loan,North,False,2023-08
TXN-008620,CUST-00257,2023-08-07,Transfer,47.75,Mortgage,East,False,2023-08
TXN-018265,CUST-00524,2023-08-07,Deposit,28.86,Credit Card,Central,False,2023-08
TXN-046667,CUST-01343,2023-08-07,Transfer,27.64,Personal Loan,South,False,2023-08
TXN-012306,CUST-00361,2023-08-07,Payment,66.24,Credit Card,East,False,2023-08
TXN-003513,CUST-00106,2023-08-07,Transfer,58.8,Credit Card,North,False,2023-08
TXN-030626,CUST-00881,2023-08-07,Deposit,275.18,Personal Loan,North,True,2023-08
TXN-001217,CUST-00037,2023-08-07,Deposit,2.39,Credit Card,East,False,2023-08
TXN-029927,CUST-00860,2023-08-07,Transfer,50.77,Auto Loan,South,False,2023-08
TXN-014981,CUST-00436,2023-08-07,Deposit,40.12,Mortgage,North,False,2023-08
TXN-051973,CUST-01498,2023-08-07,Payment,160.09,Auto Loan,West,False,2023-08
TXN-023555,CUST-00678,2023-08-07,Withdrawal,650.73,Insurance,East,True,2023-08
TXN-051078,CUST-01471,2023-08-07,Deposit,54.29,Credit Card,West,False,2023-08
TXN-034858,CUST-01002,2023-08-07,Payment,3.72,Personal Loan,West,False,2023-08
TXN-046340,CUST-01334,2023-08-07,Deposit,113.44,Mortgage,East,False,2023-08
TXN-032891,CUST-00947,2023-08-07,Transfer,8.85,Investment Fund,East,False,2023-08
TXN-024488,CUST-00704,2023-08-07,Deposit,11.42,Auto Loan,East,False,2023-08
TXN-048352,CUST-01393,2023-08-07,Fee,25.57,Personal Loan,North,False,2023-08
TXN-043354,CUST-01250,2023-08-07,Withdrawal,23.09,Credit Card,South,False,2023-08
TXN-047664,CUST-01372,2023-08-07,Deposit,23.74,Insurance,North,False,2023-08
TXN-023758,CUST-00684,2023-08-07,Payment,80.94,Insurance,West,False,2023-08
TXN-029188,CUST-00839,2023-08-07,Fee,321.68,Credit Card,West,True,2023-08
TXN-050155,CUST-01444,2023-08-07,Deposit,6.78,Investment Fund,South,False,2023-08
TXN-048599,CUST-01400,2023-08-07,Payment,24.75,Auto Loan,South,False,2023-08
TXN-038506,CUST-01110,2023-08-07,Transfer,19.08,Investment Fund,Central,False,2023-08
TXN-007280,CUST-00219,2023-08-07,Interest,145.32,Auto Loan,West,False,2023-08
TXN-012941,CUST-00379,2023-08-07,Deposit,5.01,Personal Loan,West,False,2023-08
TXN-050608,CUST-01457,2023-08-07,Deposit,6.29,Personal Loan,Central,False,2023-08
TXN-036526,CUST-01051,2023-08-07,Deposit,11.17,Personal Loan,East,False,2023-08
TXN-011800,CUST-00348,2023-08-07,Transfer,38.64,Credit Card,South,False,2023-08
TXN-001027,CUST-00030,2023-08-07,Transfer,7.45,Insurance,North,False,2023-08
TXN-029404,CUST-00845,2023-08-07,Deposit,53.07,Investment Fund,North,False,2023-08
TXN-040566,CUST-01170,2023-08-07,Deposit,138.28,Personal Loan,West,False,2023-08
TXN-031412,CUST-00903,2023-08-07,Deposit,71.03,Business Loan,Central,False,2023-08
TXN-028252,CUST-00811,2023-08-07,Deposit,192.05,Savings Account,Central,True,2023-08
TXN-046007,CUST-01325,2023-08-07,Transfer,40.81,Mortgage,North,False,2023-08
TXN-030782,CUST-00885,2023-08-07,Deposit,6.21,Personal Loan,North,False,2023-08
TXN-033858,CUST-00976,2023-08-07,Withdrawal,14.64,Credit Card,East,False,2023-08
TXN-040575,CUST-01170,2023-08-07,Payment,15.17,Insurance,West,False,2023-08
TXN-037495,CUST-01079,2023-08-07,Withdrawal,38.83,Business Loan,Central,False,2023-08
TXN-042135,CUST-01215,2023-08-07,Deposit,12.07,Business Loan,South,False,2023-08
TXN-021560,CUST-00620,2023-08-07,Withdrawal,18.22,Mortgage,South,False,2023-08
TXN-050888,CUST-01464,2023-08-07,Deposit,14.89,Auto Loan,South,False,2023-08
TXN-019761,CUST-00565,2023-08-07,Deposit,175.06,Mortgage,East,True,2023-08
TXN-025470,CUST-00733,2023-08-07,Withdrawal,31.03,Investment Fund,West,False,2023-08
TXN-050482,CUST-01454,2023-08-07,Withdrawal,9.57,Investment Fund,North,False,2023-08
TXN-049924,CUST-01438,2023-08-07,Payment,123.4,Mortgage,Central,False,2023-08
TXN-023619,CUST-00680,2023-08-07,Deposit,1.81,Investment Fund,North,False,2023-08
TXN-013801,CUST-00403,2023-08-07,Payment,10.9,Mortgage,South,False,2023-08
TXN-026915,CUST-00773,2023-08-07,Interest,53.34,Business Loan,North,False,2023-08
TXN-005677,CUST-00173,2023-08-07,Interest,52.48,Investment Fund,Central,False,2023-08
TXN-045300,CUST-01305,2023-08-07,Transfer,167.93,Auto Loan,South,False,2023-08
TXN-036124,CUST-01037,2023-08-07,Transfer,9.79,Business Loan,East,False,2023-08
TXN-009790,CUST-00290,2023-08-07,Deposit,3.72,Personal Loan,North,False,2023-08
TXN-014642,CUST-00426,2023-08-07,Deposit,69.45,Auto Loan,South,False,2023-08
TXN-038266,CUST-01103,2023-08-07,Payment,14.27,Auto Loan,Central,False,2023-08
TXN-001705,CUST-00051,2023-08-07,Payment,101.55,Auto Loan,South,False,2023-08
TXN-047574,CUST-01369,2023-08-07,Withdrawal,11.69,Insurance,North,False,2023-08
TXN-045784,CUST-01320,2023-08-07,Transfer,680.07,Savings Account,East,True,2023-08
TXN-003321,CUST-00101,2023-08-07,Transfer,64.07,Credit Card,South,False,2023-08
TXN-026917,CUST-00773,2023-08-07,Deposit,28.69,Business Loan,North,False,2023-08
TXN-008077,CUST-00243,2023-08-07,Transfer,17.14,Savings Account,East,False,2023-08
TXN-042927,CUST-01239,2023-08-07,Payment,2.22,Credit Card,Central,False,2023-08
TXN-031812,CUST-00916,2023-08-08,Deposit,56.78,Mortgage,North,False,2023-08
TXN-050289,CUST-01448,2023-08-08,Withdrawal,33.04,Business Loan,South,False,2023-08
TXN-029389,CUST-00844,2023-08-08,Deposit,27.53,Savings Account,South,False,2023-08
TXN-014029,CUST-00410,2023-08-08,Interest,168.03,Mortgage,South,False,2023-08
TXN-025505,CUST-00734,2023-08-08,Fee,31.48,Credit Card,West,False,2023-08
TXN-015875,CUST-00458,2023-08-08,Transfer,87.17,Auto Loan,South,False,2023-08
TXN-046433,CUST-01337,2023-08-08,Deposit,43.55,Personal Loan,West,False,2023-08
TXN-034018,CUST-00980,2023-08-08,Payment,23.94,Mortgage,East,False,2023-08
TXN-026237,CUST-00755,2023-08-08,Deposit,43.58,Credit Card,West,False,2023-08
TXN-018792,CUST-00540,2023-08-08,Payment,15.07,Savings Account,Central,False,2023-08
TXN-031729,CUST-00913,2023-08-08,Withdrawal,232.01,Business Loan,East,True,2023-08
TXN-014622,CUST-00425,2023-08-08,Payment,36.06,Auto Loan,South,False,2023-08
TXN-018119,CUST-00520,2023-08-08,Withdrawal,2.72,Business Loan,Central,False,2023-08
TXN-029199,CUST-00839,2023-08-08,Transfer,17.05,Business Loan,West,False,2023-08
TXN-019894,CUST-00569,2023-08-08,Withdrawal,11.7,Mortgage,North,False,2023-08
TXN-045629,CUST-01316,2023-08-08,Payment,226.55,Credit Card,South,True,2023-08
TXN-051443,CUST-01482,2023-08-08,Withdrawal,12.36,Savings Account,Central,False,2023-08
TXN-014430,CUST-00419,2023-08-08,Interest,50.6,Mortgage,North,False,2023-08
TXN-008581,CUST-00256,2023-08-08,Fee,3.53,Business Loan,Central,False,2023-08
TXN-005130,CUST-00158,2023-08-08,Deposit,52.67,Savings Account,East,False,2023-08
TXN-022235,CUST-00640,2023-08-08,Payment,375.97,Business Loan,West,True,2023-08
TXN-050945,CUST-01466,2023-08-08,Deposit,53.89,Auto Loan,Central,False,2023-08
TXN-038726,CUST-01116,2023-08-08,Payment,290.98,Investment Fund,Central,True,2023-08
TXN-003956,CUST-00122,2023-08-08,Withdrawal,45.11,Personal Loan,East,False,2023-08
TXN-035583,CUST-01024,2023-08-08,Withdrawal,10.18,Business Loan,South,False,2023-08
TXN-050628,CUST-01458,2023-08-08,Payment,27.72,Auto Loan,South,False,2023-08
TXN-045642,CUST-01316,2023-08-08,Withdrawal,47.82,Auto Loan,South,False,2023-08
TXN-040844,CUST-01177,2023-08-08,Deposit,1.35,Business Loan,Central,False,2023-08
TXN-000329,CUST-00010,2023-08-08,Fee,15.99,Business Loan,East,False,2023-08
TXN-040314,CUST-01163,2023-08-08,Withdrawal,333.47,Savings Account,North,True,2023-08
TXN-003318,CUST-00101,2023-08-08,Payment,74.78,Auto Loan,South,False,2023-08
TXN-010686,CUST-00314,2023-08-08,Payment,68.09,Insurance,Central,False,2023-08
TXN-037761,CUST-01088,2023-08-08,Payment,104.83,Investment Fund,Central,False,2023-08
TXN-022985,CUST-00662,2023-08-08,Withdrawal,33.86,Mortgage,East,False,2023-08
TXN-049802,CUST-01435,2023-08-08,Deposit,37.09,Insurance,South,False,2023-08
TXN-049794,CUST-01435,2023-08-08,Fee,2.98,Business Loan,South,False,2023-08
TXN-043710,CUST-01261,2023-08-08,Fee,52.54,Credit Card,South,False,2023-08
TXN-027895,CUST-00802,2023-08-08,Withdrawal,39.83,Mortgage,East,False,2023-08
TXN-027933,CUST-00803,2023-08-08,Payment,36.5,Personal Loan,North,False,2023-08
TXN-007724,CUST-00232,2023-08-08,Fee,69.64,Mortgage,South,False,2023-08
TXN-039316,CUST-01134,2023-08-08,Fee,282.28,Insurance,Central,True,2023-08
TXN-046933,CUST-01349,2023-08-08,Transfer,9.44,Savings Account,East,False,2023-08
TXN-003556,CUST-00108,2023-08-08,Deposit,23.41,Savings Account,West,False,2023-08
TXN-035914,CUST-01032,2023-08-08,Transfer,31.55,Investment Fund,West,False,2023-08
TXN-035528,CUST-01023,2023-08-08,Withdrawal,309.98,Business Loan,East,True,2023-08
TXN-032387,CUST-00933,2023-08-08,Deposit,41.5,Auto Loan,South,False,2023-08
TXN-025924,CUST-00747,2023-08-08,Deposit,97.49,Investment Fund,South,False,2023-08
TXN-028154,CUST-00809,2023-08-08,Deposit,23.38,Savings Account,North,False,2023-08
TXN-031427,CUST-00904,2023-08-08,Deposit,34.38,Investment Fund,South,False,2023-08
TXN-012581,CUST-00369,2023-08-08,Withdrawal,6.81,Business Loan,South,False,2023-08
TXN-036629,CUST-01054,2023-08-08,Fee,18.2,Investment Fund,West,False,2023-08
TXN-040500,CUST-01168,2023-08-08,Withdrawal,213.01,Savings Account,West,True,2023-08
TXN-033020,CUST-00952,2023-08-08,Transfer,22.37,Insurance,West,False,2023-08
TXN-028690,CUST-00824,2023-08-08,Transfer,4.84,Savings Account,East,False,2023-08
TXN-006559,CUST-00200,2023-08-08,Withdrawal,30.67,Personal Loan,Central,False,2023-08
TXN-013173,CUST-00386,2023-08-08,Withdrawal,8.52,Insurance,East,False,2023-08
TXN-028585,CUST-00821,2023-08-08,Payment,37.41,Credit Card,North,False,2023-08
TXN-015534,CUST-00451,2023-08-08,Deposit,11.19,Investment Fund,Central,False,2023-08
TXN-047172,CUST-01357,2023-08-08,Fee,32.63,Business Loan,North,False,2023-08
TXN-047178,CUST-01357,2023-08-08,Payment,67.59,Business Loan,North,False,2023-08
TXN-038365,CUST-01106,2023-08-08,Withdrawal,61.55,Investment Fund,West,False,2023-08
TXN-044857,CUST-01293,2023-08-08,Payment,364.97,Insurance,Central,True,2023-08
TXN-003205,CUST-00097,2023-08-08,Payment,42.26,Investment Fund,East,False,2023-08
TXN-024867,CUST-00715,2023-08-08,Payment,8.25,Investment Fund,West,False,2023-08
TXN-021182,CUST-00609,2023-08-08,Withdrawal,9.03,Investment Fund,Central,False,2023-08
TXN-015099,CUST-00440,2023-08-08,Transfer,18.65,Mortgage,West,False,2023-08
TXN-034384,CUST-00989,2023-08-08,Transfer,12.84,Credit Card,East,False,2023-08
TXN-017096,CUST-00492,2023-08-08,Payment,21.24,Insurance,East,False,2023-08
TXN-013330,CUST-00391,2023-08-08,Deposit,48.89,Credit Card,East,False,2023-08
TXN-030549,CUST-00878,2023-08-08,Payment,160.48,Investment Fund,Central,False,2023-08
TXN-045393,CUST-01308,2023-08-08,Interest,44.45,Auto Loan,North,False,2023-08
TXN-017927,CUST-00514,2023-08-08,Deposit,232.95,Mortgage,West,True,2023-08
TXN-002489,CUST-00077,2023-08-08,Deposit,13.29,Personal Loan,South,False,2023-08
TXN-039094,CUST-01128,2023-08-08,Transfer,4.27,Mortgage,North,False,2023-08
TXN-042434,CUST-01225,2023-08-08,Payment,63.69,Savings Account,North,False,2023-08
TXN-002881,CUST-00089,2023-08-08,Withdrawal,11.69,Savings Account,Central,False,2023-08
TXN-051656,CUST-01489,2023-08-09,Withdrawal,42.88,Auto Loan,West,False,2023-08
TXN-005959,CUST-00181,2023-08-09,Deposit,22.43,Personal Loan,East,False,2023-08
TXN-043113,CUST-01244,2023-08-09,Withdrawal,38.29,Mortgage,West,False,2023-08
TXN-039474,CUST-01140,2023-08-09,Payment,3.66,Investment Fund,West,False,2023-08
TXN-008548,CUST-00254,2023-08-09,Transfer,151.92,Business Loan,East,False,2023-08
TXN-030144,CUST-00866,2023-08-09,Payment,40.51,Investment Fund,Central,False,2023-08
TXN-030838,CUST-00886,2023-08-09,Withdrawal,9.96,Personal Loan,North,False,2023-08
TXN-047028,CUST-01351,2023-08-09,Payment,5.19,Mortgage,East,False,2023-08
TXN-044869,CUST-01294,2023-08-09,Deposit,17.82,Business Loan,Central,False,2023-08
TXN-002592,CUST-00080,2023-08-09,Transfer,36.56,Mortgage,Central,False,2023-08
TXN-033987,CUST-00979,2023-08-09,Transfer,4.16,Investment Fund,North,False,2023-08
TXN-030034,CUST-00864,2023-08-09,Payment,22.55,Credit Card,North,False,2023-08
TXN-020218,CUST-00579,2023-08-09,Payment,292.59,Mortgage,North,True,2023-08
TXN-049457,CUST-01424,2023-08-09,Withdrawal,21.44,Insurance,North,False,2023-08
TXN-013254,CUST-00388,2023-08-09,Payment,57.28,Business Loan,East,False,2023-08
TXN-030810,CUST-00885,2023-08-09,Interest,69.85,Personal Loan,North,False,2023-08
TXN-039132,CUST-01128,2023-08-09,Fee,13.29,Business Loan,North,False,2023-08
TXN-001550,CUST-00046,2023-08-09,Transfer,23.74,Credit Card,Central,False,2023-08
TXN-014529,CUST-00422,2023-08-09,Deposit,42.66,Auto Loan,North,False,2023-08
TXN-004026,CUST-00124,2023-08-09,Payment,33.57,Savings Account,West,False,2023-08
TXN-002399,CUST-00074,2023-08-09,Deposit,4.01,Insurance,West,False,2023-08
TXN-020967,CUST-00602,2023-08-09,Payment,153.95,Business Loan,South,False,2023-08
TXN-033614,CUST-00970,2023-08-09,Payment,98.58,Mortgage,West,False,2023-08
TXN-020884,CUST-00598,2023-08-09,Withdrawal,52.98,Business Loan,South,False,2023-08
TXN-039631,CUST-01144,2023-08-09,Deposit,6.25,Savings Account,Central,False,2023-08
TXN-003849,CUST-00118,2023-08-09,Fee,432.12,Auto Loan,West,True,2023-08
TXN-010754,CUST-00316,2023-08-09,Payment,190.9,Personal Loan,West,True,2023-08
TXN-007607,CUST-00229,2023-08-09,Payment,109.01,Investment Fund,West,False,2023-08
TXN-007309,CUST-00220,2023-08-09,Withdrawal,314.41,Insurance,South,True,2023-08
TXN-037741,CUST-01087,2023-08-09,Interest,395.25,Investment Fund,East,True,2023-08
TXN-034892,CUST-01004,2023-08-09,Payment,17.85,Mortgage,North,False,2023-08
TXN-023242,CUST-00669,2023-08-09,Payment,26.04,Personal Loan,North,False,2023-08
TXN-044246,CUST-01277,2023-08-09,Transfer,62.2,Savings Account,West,False,2023-08
TXN-005644,CUST-00173,2023-08-09,Transfer,7.24,Credit Card,Central,False,2023-08
TXN-043462,CUST-01254,2023-08-09,Transfer,141.2,Credit Card,North,False,2023-08
TXN-019999,CUST-00572,2023-08-09,Withdrawal,39.69,Insurance,West,False,2023-08
TXN-017187,CUST-00495,2023-08-09,Interest,99.51,Personal Loan,West,False,2023-08
TXN-046606,CUST-01342,2023-08-09,Withdrawal,5.64,Insurance,Central,False,2023-08
TXN-019633,CUST-00561,2023-08-09,Transfer,166.14,Investment Fund,West,False,2023-08
TXN-037266,CUST-01071,2023-08-09,Payment,14.93,Savings Account,South,False,2023-08
TXN-051907,CUST-01496,2023-08-09,Withdrawal,10.34,Mortgage,Central,False,2023-08
TXN-008928,CUST-00266,2023-08-09,Payment,12.67,Auto Loan,East,False,2023-08
TXN-023112,CUST-00665,2023-08-09,Withdrawal,164.67,Investment Fund,West,False,2023-08
TXN-050834,CUST-01463,2023-08-09,Deposit,11.52,Auto Loan,Central,False,2023-08
TXN-050162,CUST-01444,2023-08-09,Deposit,11.52,Savings Account,South,False,2023-08
TXN-009895,CUST-00293,2023-08-09,Payment,10.64,Mortgage,East,False,2023-08
TXN-028855,CUST-00829,2023-08-09,Interest,202.03,Savings Account,South,True,2023-08
TXN-004691,CUST-00145,2023-08-09,Transfer,580.69,Business Loan,South,True,2023-08
TXN-027142,CUST-00780,2023-08-09,Deposit,12.97,Auto Loan,South,False,2023-08
TXN-013162,CUST-00385,2023-08-09,Transfer,125.96,Savings Account,West,False,2023-08
TXN-026324,CUST-00758,2023-08-09,Withdrawal,33.22,Investment Fund,West,False,2023-08
TXN-001301,CUST-00039,2023-08-09,Withdrawal,94.15,Mortgage,North,False,2023-08
TXN-023839,CUST-00686,2023-08-09,Transfer,35.97,Insurance,West,False,2023-08
TXN-039250,CUST-01132,2023-08-09,Payment,3.84,Personal Loan,East,False,2023-08
TXN-028898,CUST-00830,2023-08-09,Payment,30.38,Business Loan,East,False,2023-08
TXN-031090,CUST-00893,2023-08-09,Deposit,251.0,Personal Loan,Central,True,2023-08
TXN-001817,CUST-00055,2023-08-09,Withdrawal,39.66,Mortgage,North,False,2023-08
TXN-012412,CUST-00365,2023-08-09,Interest,102.77,Savings Account,Central,False,2023-08
TXN-007564,CUST-00228,2023-08-09,Withdrawal,5.23,Investment Fund,Central,False,2023-08
TXN-019903,CUST-00570,2023-08-09,Deposit,55.89,Credit Card,East,False,2023-08
TXN-012403,CUST-00364,2023-08-09,Interest,591.74,Mortgage,South,True,2023-08
TXN-009261,CUST-00275,2023-08-09,Withdrawal,192.54,Personal Loan,Central,True,2023-08
TXN-015704,CUST-00455,2023-08-09,Deposit,9.36,Auto Loan,Central,False,2023-08
TXN-003767,CUST-00116,2023-08-09,Deposit,33.13,Business Loan,Central,False,2023-08
TXN-050471,CUST-01453,2023-08-09,Fee,13.3,Personal Loan,West,False,2023-08
TXN-007069,CUST-00214,2023-08-09,Transfer,63.84,Insurance,West,False,2023-08
TXN-047854,CUST-01378,2023-08-09,Payment,34.3,Auto Loan,East,False,2023-08
TXN-035210,CUST-01013,2023-08-09,Deposit,32.3,Business Loan,South,False,2023-08
TXN-020289,CUST-00581,2023-08-09,Deposit,5.05,Personal Loan,West,False,2023-08
TXN-002922,CUST-00090,2023-08-09,Payment,28.15,Mortgage,West,False,2023-08
TXN-037699,CUST-01086,2023-08-09,Interest,69.14,Business Loan,South,False,2023-08
TXN-047932,CUST-01381,2023-08-09,Withdrawal,355.98,Auto Loan,North,True,2023-08
TXN-019935,CUST-00570,2023-08-09,Interest,313.66,Auto Loan,East,True,2023-08
TXN-043231,CUST-01247,2023-08-09,Payment,43.87,Auto Loan,East,False,2023-08
TXN-026379,CUST-00759,2023-08-09,Payment,97.24,Mortgage,North,False,2023-08
TXN-014276,CUST-00415,2023-08-09,Withdrawal,184.01,Investment Fund,South,True,2023-08
TXN-016235,CUST-00467,2023-08-09,Payment,21.71,Insurance,East,False,2023-08
TXN-026816,CUST-00770,2023-08-09,Fee,139.8,Investment Fund,East,False,2023-08
TXN-030132,CUST-00866,2023-08-09,Deposit,49.26,Savings Account,Central,False,2023-08
TXN-001937,CUST-00059,2023-08-09,Payment,69.32,Savings Account,North,False,2023-08
TXN-037686,CUST-01086,2023-08-09,Withdrawal,8.48,Personal Loan,South,False,2023-08
TXN-020021,CUST-00574,2023-08-09,Fee,72.68,Savings Account,South,False,2023-08
TXN-000023,CUST-00001,2023-08-10,Withdrawal,14.76,Personal Loan,North,False,2023-08
TXN-001692,CUST-00051,2023-08-10,Fee,106.36,Mortgage,South,False,2023-08
TXN-021234,CUST-00611,2023-08-10,Transfer,29.7,Personal Loan,North,False,2023-08
TXN-002322,CUST-00072,2023-08-10,Payment,20.32,Savings Account,East,False,2023-08
TXN-051415,CUST-01481,2023-08-10,Payment,41.43,Insurance,North,False,2023-08
TXN-009787,CUST-00290,2023-08-10,Deposit,3.5,Credit Card,North,False,2023-08
TXN-025655,CUST-00739,2023-08-10,Payment,67.49,Investment Fund,East,False,2023-08
TXN-042634,CUST-01231,2023-08-10,Payment,105.4,Business Loan,South,False,2023-08
TXN-021206,CUST-00611,2023-08-10,Withdrawal,36.53,Business Loan,North,False,2023-08
TXN-005883,CUST-00179,2023-08-10,Withdrawal,30.94,Mortgage,Central,False,2023-08
TXN-012611,CUST-00370,2023-08-10,Deposit,80.54,Savings Account,West,False,2023-08
TXN-038670,CUST-01113,2023-08-10,Deposit,6.78,Savings Account,Central,False,2023-08
TXN-026138,CUST-00753,2023-08-10,Deposit,10.49,Auto Loan,South,False,2023-08
TXN-034290,CUST-00987,2023-08-10,Payment,12.82,Auto Loan,East,False,2023-08
TXN-032288,CUST-00930,2023-08-10,Fee,63.2,Personal Loan,Central,False,2023-08
TXN-003650,CUST-00112,2023-08-10,Payment,82.27,Investment Fund,East,False,2023-08
TXN-040854,CUST-01177,2023-08-10,Payment,2.4,Auto Loan,Central,False,2023-08
TXN-035513,CUST-01023,2023-08-10,Transfer,15.12,Credit Card,East,False,2023-08
TXN-014312,CUST-00416,2023-08-10,Deposit,31.21,Insurance,East,False,2023-08
TXN-016066,CUST-00463,2023-08-10,Withdrawal,31.78,Mortgage,West,False,2023-08
TXN-039651,CUST-01145,2023-08-10,Withdrawal,71.24,Mortgage,South,False,2023-08
TXN-012045,CUST-00355,2023-08-10,Payment,10.61,Credit Card,West,False,2023-08
TXN-033002,CUST-00951,2023-08-10,Fee,62.18,Savings Account,South,False,2023-08
TXN-016492,CUST-00476,2023-08-10,Payment,1.94,Business Loan,South,False,2023-08
TXN-021680,CUST-00623,2023-08-10,Interest,23.36,Mortgage,East,False,2023-08
TXN-010095,CUST-00299,2023-08-10,Payment,34.26,Mortgage,East,False,2023-08
TXN-007996,CUST-00240,2023-08-10,Transfer,22.55,Personal Loan,East,False,2023-08
TXN-020659,CUST-00593,2023-08-10,Payment,33.73,Auto Loan,North,False,2023-08
TXN-017658,CUST-00507,2023-08-10,Deposit,21.77,Credit Card,Central,False,2023-08
TXN-028357,CUST-00813,2023-08-10,Withdrawal,32.45,Investment Fund,East,False,2023-08
TXN-004442,CUST-00138,2023-08-10,Withdrawal,12.38,Auto Loan,Central,False,2023-08
TXN-002964,CUST-00092,2023-08-10,Payment,29.42,Auto Loan,North,False,2023-08
TXN-027098,CUST-00779,2023-08-10,Transfer,62.28,Credit Card,South,False,2023-08
TXN-004792,CUST-00147,2023-08-10,Deposit,344.86,Personal Loan,Central,True,2023-08
TXN-027944,CUST-00803,2023-08-10,Deposit,18.12,Auto Loan,North,False,2023-08
TXN-006426,CUST-00195,2023-08-10,Deposit,25.16,Personal Loan,North,False,2023-08
TXN-014899,CUST-00434,2023-08-10,Interest,362.95,Insurance,South,True,2023-08
TXN-010360,CUST-00306,2023-08-10,Payment,485.85,Mortgage,Central,True,2023-08
TXN-021650,CUST-00622,2023-08-10,Interest,45.81,Auto Loan,East,False,2023-08
TXN-005730,CUST-00174,2023-08-10,Payment,49.67,Auto Loan,North,False,2023-08
TXN-029130,CUST-00837,2023-08-10,Interest,15.84,Business Loan,North,False,2023-08
TXN-008175,CUST-00246,2023-08-10,Deposit,32.53,Investment Fund,North,False,2023-08
TXN-005588,CUST-00171,2023-08-10,Interest,12.51,Savings Account,East,False,2023-08
TXN-039101,CUST-01128,2023-08-10,Payment,36.57,Insurance,North,False,2023-08
TXN-027493,CUST-00790,2023-08-10,Payment,18.9,Mortgage,West,False,2023-08
TXN-028166,CUST-00809,2023-08-10,Transfer,19.35,Auto Loan,North,False,2023-08
TXN-015646,CUST-00454,2023-08-10,Transfer,16.14,Personal Loan,East,False,2023-08
TXN-022429,CUST-00646,2023-08-10,Transfer,19.87,Insurance,East,False,2023-08
TXN-002807,CUST-00087,2023-08-10,Fee,58.12,Personal Loan,East,False,2023-08
TXN-011851,CUST-00349,2023-08-10,Withdrawal,14.36,Mortgage,West,False,2023-08
TXN-020020,CUST-00574,2023-08-10,Withdrawal,34.12,Savings Account,South,False,2023-08
TXN-008225,CUST-00247,2023-08-10,Payment,18.32,Personal Loan,West,False,2023-08
TXN-005082,CUST-00157,2023-08-10,Withdrawal,18.07,Mortgage,North,False,2023-08
TXN-024363,CUST-00701,2023-08-10,Interest,76.15,Personal Loan,North,False,2023-08
TXN-028040,CUST-00805,2023-08-10,Transfer,4.02,Savings Account,East,False,2023-08
TXN-043032,CUST-01242,2023-08-10,Withdrawal,33.14,Savings Account,South,False,2023-08
TXN-006780,CUST-00207,2023-08-10,Payment,169.72,Business Loan,East,False,2023-08
TXN-039665,CUST-01145,2023-08-10,Withdrawal,51.49,Auto Loan,South,False,2023-08
TXN-037601,CUST-01082,2023-08-10,Payment,89.18,Personal Loan,East,False,2023-08
TXN-005938,CUST-00180,2023-08-10,Payment,4.26,Insurance,West,False,2023-08
TXN-046499,CUST-01338,2023-08-10,Payment,158.44,Savings Account,Central,False,2023-08
TXN-009177,CUST-00273,2023-08-10,Transfer,15.95,Credit Card,North,False,2023-08
